num,                                                                                                                                             text,      screenName,retweetCount,retweeted,longitude,latitude
534,                                                        hahaha you can see three mugs on my bedside table i drink lots of coffee/hot chocolate kk,         crvcial,0,FALSE,       NA,      NA
535,        It will be. Someday haha RT @niasilvanaa Hmm kapan ya giliran kita ? Wakak @fdzradila: #np Landon Pigg - Falling In Love At A Coffee Shop,       fdzradila,0,FALSE,       NA,      NA
536,                                                                       i love getting coffee with bri she's literally my coffee date all the time,       ashidanza,0,FALSE,       NA,      NA
537,                                                        Gonna have to make a Pot of Coffee..this game being on West Coast time is killing me man.,       JAZY_JA22,0,FALSE,       NA,      NA
538,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,   GoodNightPunk,42,FALSE,       NA,      NA
539,                                                                               I spilt my coffee this morning on my white shorts... THANKS OBAMA.,  Taylormarie212,0,FALSE,       NA,      NA
540,                                                                               Watching #BarneyMiller on TV. Still lol about nick's coffee jokes.,         guttery,0,FALSE,       NA,      NA
541,                                                                                                            RT @littledaisy420: iced coffee ilysm,           v0_id,2,FALSE,       NA,      NA
542,                                                                                                                            EVERYBODY Coffee Shop,        XhinDong,0,FALSE,       NA,      NA
543,                                                                               RT @Moses_Octo: All you need is Love and more Coffee. Good morning,           96Co_,1,FALSE,       NA,      NA
544,                                             RT @Barista_kyo: #coffee #latte #soylatte #thinkcoffee # # # # @ think coffee http://t.co/Hmy9RPRWTZ,        coffeers,1,FALSE,       NA,      NA
545,                       RT @CleatingChase: My favorite part about fall: Hoodies Leggings Sweatpants Cold nights Football games Uggs Pumpkin coffee,     __shesaBOSS,26,FALSE,       NA,      NA
546,"                               RT @CallieSimon: #Coffee book unveiled in Woman's World, Wellbella, book clubs, via Walmart http://t.co/JpajuOTcV9",        coffeers,1,FALSE,       NA,      NA
547,"                                                       today I drank 3 cups of coffee, ate a sandwich and now Starbucks. That's really really bad",     emilyy_0526,0,FALSE,       NA,      NA
548,                                                                       RT @Ollininvincible: Top o' the Mornin' to Ye Twitter!!! #coffee ?Thursday,        coffeers,1,FALSE,       NA,      NA
549,              RT @kawaiikutie: Sunshine &amp, Rainbows...makes everything alright! http://t.co/iBRTqhAl8s #rainbows #sunshine #mug #sweet #coffee,        coffeers,1,FALSE,       NA
550,      ?@sheodd: Iced coffee in the mornings is soo amazing like it's my everyday breakfast pretty bad habit I'm building? that was me senior year,     marisaaaa23,1,FALSE,       NA,      NA
551,                                                                                                                RT @81roja: GOOD MORNING! #coffee,        coffeers,1,FALSE,       NA,      NA
552,  RT @MDVcoffee: RT @BarossaDesign: It's definitely a double shot of @MDVcoffee kinda morning #coffee #luxury http://t.co/X4k7aS70U9 &gt, Pourin?,        coffeers,1,FALSE,       NA
553,"                                                                                        no sugar tonight in my coffee, no sugar tonight in my tea",        ukuleola,0,FALSE,       NA,      NA
554,                    RT @cubbieberry: #coffee #Melbourne RT @proudmarycoffee: Drinking mad Kenyan brew @krimper in the city http://t.co/dSmd5TN9Zk,        coffeers,1,FALSE,       NA,      NA
555,  RT @davidcmerin: Good morning. Kape! #InstaSize #coffee #holiday #r&amp,r #staycation #instagood #instamood #iphoneasia? http://t.co/FkeLMa23YO,        coffeers,1,FALSE,       NA
556,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",       ReeceCarr,1600,FALSE,       NA,      NA
557,                     RT @MissTrujillo_: #UrthCaff? #niece #sister #datenight #coffee #lemonade #fresh #family @ Urth Caff? http://t.co/OYcCVZHNYK,        coffeers,1,FALSE,       NA,      NA
558,"                                                                                          @_Petra_Ral /take the coffee, slowly sip it/ it's good~",       MarcoB_XO,0,FALSE,       NA,      NA
559,                                                                                                        Breakfast times ? https://t.co/btgY9rTsE7,        epsimano,0,FALSE,       NA,      NA
560,                                                               RT @haseebashraff: All ready for Satul #Eid and yes #Coffee http://t.co/KhqSQJZYue,        coffeers,2,FALSE,       NA,      NA
561,      RT @CharleeeGreen: Good Morning. Try lang! Hahaha #topless #vain #mirrorshot #selfie #boxer #ratedspg #coffee #kape? http://t.co/5vZEucCJ1C,        coffeers,1,FALSE,       NA,      NA
562,"     RT @pnkluv1: Need. More. #coffee. I think I've become immune to its #power. #fading #sotired #cantgotosleepyet. I hear my #bed, its calling?",        coffeers,1,FALSE,       NA,      NA
563,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,    PoweredbyBMW,42,FALSE,       NA,      NA
564,                                                                       @abnormile1 hey i mean atleast she had the coffee and not sweet pea's dick,    taythepotato,0,FALSE,       NA,      NA
565,                                                                 RT @AriAprianti: #brother #morningcoffee #morning #coffee http://t.co/3BdxtCgIdD,        coffeers,1,FALSE,       NA,      NA
566,                   RT @katiebschenk: #espressoparty Thursdays with @juanchavarin1 #starbucks #coffee #work #hummer #straws http://t.co/kmogKOlExx,        coffeers,1,FALSE,       NA,      NA
567,                                                Doughnuts and coffee for breakfast today. Kinda felt like a fat police officer. Oh the joyyyyy :),    AymanHazwani,0,FALSE,       NA,      NA
568,                       RT @hytetu: Starbucks Coffee &lt,3 #sc #akari's car #yum #starbucks #coffee #happy #sunglasses #hot http://t.co/VEDCT4EuyN,        coffeers,1,FALSE,       NA
569,             RT @ReversoSmith: What a beautiful mess! #portafilter #coffee #espresso #coffeemachine #barista #baristalife? http://t.co/ZODcTfP22Z,        coffeers,1,FALSE,       NA,      NA
570,"     RT @EXOFANBASE_: #imagine you make a coffee in the morning,suddenly chanyeol came and hug u in behind, put his chin in ur shoulder and said?",     K_ownNieysa,15,FALSE,       NA,      NA
571,                                                                    RT @LoveIs4Suckahs: I'm in heaven. #coffeeroll #coffee http://t.co/DMt1TlAdeK,        coffeers,1,FALSE,       NA,      NA
572,                                                                                                                     I WANT SOME COFFEE ICE CREAM,       BriPerez_,0,FALSE,       NA,      NA
573,                          RT @WorldofCoffeeTV: Dave rocking it with some fresh Piazza D'Oro #coffee and the JURA impressa. http://t.co/iWx9nY9hLt,        coffeers,1,FALSE,       NA,      NA
574,                                                                                                            Photo: #truism http://t.co/GxpxtYekza,   donniecash818,0,FALSE,       NA,      NA
575,                                                                    Sharks and coffee with my dad at 11 at night I can dig it #bonding #SharkWeek,   Julia_F0nseca,0,FALSE,       NA,      NA
576,        RT @billy_peters67: @Swass_Cheese: You know your coffee addiction is real when you become a night time coffee drinker too. #Coffee yessss,        coffeers,1,FALSE,       NA,      NA
577,                                                                                              RT @kopijobi: #pancakes #coffee #hotdogs = BURRRRP!,        coffeers,1,FALSE,       NA,      NA
578,"                                                                         If you can afford Starbucks coffee, then you can afford buying an album.",     WhoreHey777,0,FALSE,       NA,      NA
579,                                                                                                                  @PistolsAndCuffs @timeTestified,      PrinceDirk,0,FALSE,       NA,      NA
580,                                                      RT @giadacostoli: Top!! #SanFrancisco #California #StarBucks #Coffee http://t.co/NeHrVNH0os,        coffeers,2,FALSE,       NA,      NA
581,                                                                                              RT @CateDancer24: so wired.... #mountaindew #coffee,        coffeers,2,FALSE,       NA,      NA
582,       RT @DaniCim: some dude just informed me that coffee has 200 chemicals in it and the 26 that were tested cause cancer as he poured himself?,  lovingmyselena,121,FALSE,       NA,      NA
583,                                                                                RT @FaithCycling: @sweetmarias So many choices! #Missions #coffee,        coffeers,2,FALSE,       NA,      NA
584,"     RT @HangoutUniverse: Are you a #Programming expert? #Java #Spring #Coffee #XML #JavaScript Then get paid to deliver live, interactive train?",        coffeers,2,FALSE,       NA,      NA
585,              RT @MattySoHot: Treated my momma to Dutch bros! #DutchBros #coffee #smoothie #Caramelizer #Mommy #Fam #SoHot http://t.co/cpRKPdKe0D,        coffeers,2,FALSE,       NA,      NA
586,      RT @Nalvers: #me #design #graphic #designer #love #my #carrear #coffee #nice #l4l #like #follow #awesome #cool #hot? http://t.co/cxaZ0zL60w,        coffeers,2,FALSE,       NA,      NA
587,                                                                     What do you spend most of your money on? ? Uhm coffee http://t.co/buV0L5gcQF,    SexleyWesley,0,FALSE,       NA,      NA
588,                                                    Lmao my mum: first you were as dark as a cup of tea now you're gonna become as dark as coffee,    LaVieEnRosez,0,FALSE,       NA,      NA
589,                                RT @Swass_Cheese: You know your coffee addiction is real when you become a night time coffee drinker too. #Coffee,        coffeers,3,FALSE,       NA,      NA
590,                                                                  Lol RT @alexroehl: Last Google Search: How to drink a cup of coffee laying down,        steph814,0,FALSE,       NA,      NA
591,                                                                                                  Drank a whole cup of coffee and I'm still tired,      emmaavickk,0,FALSE,       NA,      NA
592,                                                         Jus chillin with a bowl of chips in my lap at a coffee shop. #nbd http://t.co/4utd5pyMq2,      joyeuxmary,0,FALSE,       NA,      NA
593,"                        How much blood for a coffee? Three tablespoons. That's outrageous! Sir, this is Starbucks. Our larger coffees cost a CUP!",      jimmymarks,0,FALSE,       NA,      NA
594,                                                                                           A cool date would be skating on saturns rings with you,   coffee_beanss,2,FALSE,       NA,      NA
595,                                                                                     RT @Connie_62: #confessyourunpopularopinion I HATE coffee!!!,       awinkie21,1,FALSE,       NA,      NA
596,                                                                                     U won't sleep u lol RT @KgeeWhite17: A cup of coffee will do,       DidiMaaba,0,FALSE,       NA,      NA
597,"                                                                     Shit, Organo Gold coffee is way better then Starbucks coffee like holy damn.",        JRegis_8,0,FALSE,       NA,      NA
598,                                                                                                        @Gabriel_Mann Tea or Coffee? #20questions,    alltimerach_,0,FALSE,       NA,      NA
599,                                                                                   My favorite coffee on earth!! Deli deli http://t.co/0qsdmYXLaG,     morigirlove,0,FALSE,       NA,      NA
600,"                  I'm going to need coffee for these long hours tomorrow, but I worked 12 hrs before. So I know I can get through it. #Determined",    HonestJasmin,0,FALSE,       NA,      NA
601,                                You guys I really do have an addiction tho... Like it's almost 8pm and I'm drinking coffee. Wtf is wrong with me.,    loveekarina_,0,FALSE,       NA,      NA
602,                            @OfMiceAndFVK haha! im struggling to stay awake i think im gonna have this fourth coffee and consider sleeping.... :P,  Thenameisconor,0,FALSE,       NA,      NA
603,                  Anyone who knows how much @nattyjae23 loves coffee with this creamer will appreciate this ... #bigbottle http://t.co/7DeoNjn0wN,           mbee5,0,FALSE,       NA,      NA
604,                                                      Drinking coffee as I work on summer reading assignments. #allnighter http://t.co/VuEq4c50j7,       1DChica15,0,FALSE,       NA,      NA
605,            little boys try to act tough n make sure I see them getting coffee. Lil girls try to act adult n make sure I see them getting coffee.,      HotelRants,0,FALSE,       NA,      NA
606,                                                                                           @alexandrdaoud head to bed? I'm making me some coffee., Alice_fromearth,0,FALSE,       NA,      NA
607,                             @OrangeWriters do you need a coffee girl? I'd love to get coffee for y'all.#OITNB #askorange #greatwriting#ineedajob,        Carey_78,0,FALSE,       NA,      NA
608,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",         zangfai,1600,FALSE,       NA,      NA
609,                                                                                                                           coffee and cigarettes.,     ohmymymegan,0,FALSE,       NA,      NA
610,"                                     @MattsCravat Sir, my reviews of Perth's Coffee for your perusal #loveyourwork #cravat http://t.co/zx5twPtuPs",    TheGovorkian,0,FALSE,       NA,      NA
611,                                                                RT @_haleyb: Even though it's my bedtime I think I'm gonna make some coffee #YOLO,     BurtonFreak,1,FALSE,       NA,      NA
612,       A mathematician is a machine for turning coffee into theorems.?Paul Erdos A programmer is a machine for turning coffee into code.?Alan Kay,          jckuri,0,FALSE,       NA,      NA
613,                                                                         ?Live on coffee and flowers. Try not to worry what the weather will be.?,          shlebi,0,FALSE,       NA,      NA
614,                                                                                                        Good morning... ? https://t.co/opnw6zA7vv,   cupcakeenvy21,0,FALSE,       NA,      NA
615,                  My laptop is broken. This is a fate worse than no coffee. I feel like I've been stabbed. #Deargod #gonnadie #firstworldproblems,     NevaMarie98,0,FALSE,       NA,      NA
616,                                                        RT @thakidrubenG: ?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?,   valerie_bby16,2,FALSE,       NA,      NA
617,                                              RT @iRapePizza: @xWEIRDESTKID *drinks coffee* If you not sleeping and then god damn neither will I!,    xWEIRDESTKID,1,FALSE,       NA,      NA
618,                                                                                       Coffee is the nectar of the gods #funfact @ChristineSlover, BrianneSlover12,2,FALSE,       NA,      NA
619,"     RT @adelinekoh: the cuteness. functions as little machines u can program to do tasks @codagogy: var cup_of_coffee=make coffee ('decaf', 'di?",        codagogy,1,FALSE,       NA,      NA
620,                                                @MiahJean13 I was seriously considering bringing a mamosa or vodka cran in my coffee mug tomorrow,        hnicks20,0,FALSE,       NA,      NA
621,                                                                                                              @theebanthony coffee doesn't work??, ZeleDMaleGisele,0,FALSE,       NA,      NA
622,                      Torani Sugar Free Chocolate Syrup Sweetened With Splenda 3 pk 1 L - Brand New $34.99 http://t.co/aDWcxVCDiQ #drinks #coffee,  GardeningGoods,0,FALSE,       NA,      NA
623,"                                                    RT @Luke5SOS: just put chocolate milk in the top of my coffee, I think I just changed history",   msyiyidaniela,11349,FALSE,       NA,      NA
624,                                                                                                             RT @dirtydondo: Choking on my coffee,   leahlauralynn,1,FALSE,       NA,      NA
625,     RT @KKAlThani: Most people love Eid because they get to see their relatives and friends. I love Eid because I get to have coffee in the mor?,  HassanBinSadiq,197,FALSE,       NA,      NA
626,                                                                   Always feel a little more grounded after coffee with @surrahwiley #keepintouch,      tabarriuso,0,FALSE,       NA,      NA
627,                                                                                                                                       Coffee ~o),    juwitaasnawi,0,FALSE,       NA,      NA
628,                                                                                                     RT @Kelsey_Garner21: I want to go for coffee,         JRiichh,1,FALSE,       NA,      NA
629,                                                                     in the morning im getting coffee no matter what i want some so bad right bow,       padelacki,0,FALSE,       NA,      NA
630,      PeachTree Ink ? Green Coffee Bean Max Scam by Margie Vester via Tumblr Green Coffee Bean Max Scam by Margie Vester Green Coffee Bean Max...,  peachtreeink1x,0,FALSE,       NA,      NA
631,                        morning blush. morning rush. holiday smash. coffee much. #instapic #instagram #picoftheday #photo? http://t.co/iaM9CnDN9j,      atomdatcom,0,FALSE,       NA,      NA
632,"                               Guest posting is in vogue, all of a sudden, bloggers and internet marketers are waking up and smelling the coffee.",  dailyblogtips1,0,FALSE,       NA,      NA
633,                                                                                               All you need is Love and more Coffee. Good morning,      Moses_Octo,1,FALSE,       NA,      NA
634,                                                                                                  Coffee and TV by blur ? https://t.co/Yv4PzNAcvs,       yogahrynt,0,FALSE,       NA,      NA
635,                                                                                                                           Omg im craving coffee.,    Tayy_Taylorr,0,FALSE,       NA,      NA
636,                                                                              Also the termite man is here and he's asked me to make him a coffee,      jessieflea,0,FALSE,       NA,      NA
637,     RT @AirstreamLiving: Love it RT @sfdb: The Airstream Life....via Coffee in the Mountains http://t.co/iJcpRkcmTb @AirstreamLiving http://t.c?,   vtairstreamer,1,FALSE,       NA,      NA
638,                                                                                            @iqbmaulana you're super right :D I'm coffee lover B),         tyaraou,0,FALSE,       NA,      NA
639,                                                                                            @Felicialuvsxc hahaha!! Like coffee like that leh lol,     InvisibleM3,0,FALSE,       NA,      NA
640,"                                          Waking up at 4 AM almost isn't worth it, except for the fact that I get coffee and I'm going to States!",      SarahBular,0,FALSE,       NA,      NA
641,                                                                                                                                   I love coffee!,   kelseyrenae44,0,FALSE,       NA,      NA
642,                                                                                                               @denritaaah growth of coffee shops,       PAMpanget,0,FALSE,       NA,      NA
643,"                                                                          Coffee May Reduce Your Suicide Risk, Study Finds http://t.co/uy3Nbzx69l", TrenchPressNews,1,FALSE,       NA,      NA
644,                                                                                                                                      Coffee Shop,        XhinDong,0,FALSE,       NA,      NA
645,                                                                The only thing I'm excited for about the fall and the winter is Starbucks coffee., Nicole_Marie120,0,FALSE,       NA,      NA
646,                                       these boys at the fair just asked Jessie &amp, I if they could have our numbers and take us to coffee. lol,       HaiDeL715,0,FALSE,       NA
647,                                                                                                                im addicted to caramel ice coffee,   torigustafson,1,FALSE,       NA,      NA
648,"     RT @splendid_events: @ninethreeseven @TheMinOfCoffee Oh my, that looks divine. I'll have to stop by for a visit! #coffee #ottawa #support613",       ottawa_rt,1,FALSE,       NA,      NA
649,                                                                                                                          I love drinking coffee.,   xoxo_caitlynn,0,FALSE,       NA,      NA
650,                                                                                    RT @MarissaAnita: Action will always speak louder than words.,    Coffee_MocHi,83,FALSE,       NA,      NA
651,                                                                                                                                iced coffee ilysm,  littledaisy420,2,FALSE,       NA,      NA
652,                                                                                                       RT @_raaygannjoy: I really want coffee lol,     _ThisGirrrl,2,FALSE,       NA,      NA
653,                                                                                                 When your roommate buys you your favorite coffee,         itsmoho,0,FALSE,       NA,      NA
654,                         Ah ha! Even Gwyneth falls for the Starbucks every now and then. That's definitely an iced coffee? http://t.co/eSwG21nQVC,     fourflights,0,FALSE,       NA,      NA
655,                                                                        Nick and his friends better love me for bringing them coffee all the time,        HennickC,0,FALSE,       NA,      NA
656,                                               RT @KareeLess: ?@pickupIines: Are you a shin? Cause I'd bang you on my coffee table.?@pi_NICOLEada,    pi_NICOLEada,1,FALSE,       NA,      NA
657,                                                                                                     Old Enamel Coffee Pot http://t.co/3hdAuAMCpD,      ludysbears,0,FALSE,       NA,      NA
658,               The moment you realize your Starbucks barista gave you a regular iced Coffee when u asked 4 decaf. Shitty. Late night not planned.,      Jaybirdfly,0,FALSE,       NA,      NA
659,"     @thepreppygypsy fav look for myself is the scrambling into the acad wet foggy glasses, frizzy hair, turtle neck, &amp; 24 oz coffee ensemble",       SO_WhAt_1,0,FALSE,       NA,      NA
660,                                                                                                       I can't wait for pumpkin bagels and coffee,    allllysmith2,0,FALSE,       NA,      NA
661,                                                                                                     Why am i craving coffee and 10:30 at night?!,   KristinaLeavy,0,FALSE,       NA,      NA
662,                                                                                                                         Cold Coffee - Ed Sheeran,  lacerdakarina_,0,FALSE,       NA,      NA
663,                                                                                           RT @The_LittleFairy: I really want vanilla iced coffee,     magillagary,3,FALSE,       NA,      NA
664,"                                                                                                So the new coffee shop, they are wearing bikinis?",        MiickyMe,0,FALSE,       NA,      NA
665,                                                                                                                        ? https://t.co/k5v9muH2qG,       InesSekar,0,FALSE,       NA,      NA
666,                                                                                                                  Coffee ice cream is my favorite,  savannah_palle,1,FALSE,       NA,      NA
667,"                                                I'm ready for falling leaves, bonfires, football games, sweaters, hot coffee, and cuddling! #fall", victoriasue3011,0,FALSE,       NA,      NA
668,                                                                                RT @Noorrr_: Coffee can fix one problem and ruin everything else.,     Scorpionour,1,FALSE,       NA,      NA
669,                                                                                                           Do they have rehab for coffee addicts?,        dreyess1,1,FALSE,       NA,      NA
670,                               Coffee and folding laundry. Story of my life. #forever #cleaning #coffee #keurig #delicious http://t.co/sd3gOJ0zCZ,        617court,0,FALSE,       NA,      NA
671,                                                                                      Why the fuck would anyone want a caramel coconut coffee...., JayClarkElliott,0,FALSE,       NA,      NA
672,                                                                              Sabrina has a crush on her boss at the coffee shop. #90sGirlForever,         KBellFL,0,FALSE,       NA,      NA
673,             Coffee and Baskin Robbins makes me think of @haleyalyse19 @kassiemac93 @BeccaD_13 @Whit_Watkins @anhhh_12 and Heather! I miss y'all.,        hayann11,0,FALSE,       NA,      NA
674,                                        A cup of coffee and a good read as a good weekend starter. No laptop for a change! http://t.co/v3Mcahz52l,      beatrizlim,0,FALSE,       NA,      NA
675,"                                                                        Fresh ground coffee, smoothies, shakes and juices. What is your favorite?",   NemonicAtHome,0,FALSE,       NA,      NA
676,                             Maybe because they get more shit done. Caffeine is the ultimate enabler. - Coffee and Suicide http://t.co/R2qh3HXr6O,       montyho21,0,FALSE,       NA,      NA
677,                                                                                                  coffee addicts. @mirandasloan11 @hhhuntingrules,    b_schwartz21,0,FALSE,       NA,      NA
678,                                                                                                                    Reduce your caffeine intake .,          EXEDoN,0,FALSE,       NA,      NA
679,"                                                                                 Do you prefer tea, coffee or cocoa? ? Tea http://t.co/t73WoUpdJU",  Thick___Beauty,0,FALSE,       NA,      NA
680,"                                                    @EM_H2O sure, let me know when and we can have some coffee together and I'd do it for you ^.^",        ashnid93,0,FALSE,       NA,      NA
681,                                                                                            @emzgeee @JulieBishopMP hahaha... where's my coffee!?,        rangison,0,FALSE,       NA,      NA
682,"                                    @SareenaaPatell I fucking know the recipe for a good irish coffee, what do you think I am? A fucking amateur?", Minnici_mermaid,0,FALSE,       NA,      NA
683,                                                 I'm just sittin in my room cryin man. But only out one eye cause its the one chemical got in lol,      _Mr_Coffee,0,FALSE,       NA,      NA
684,                                                                          ?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?,    thakidrubenG,2,FALSE,       NA,      NA
685,                                              RT @Choose_A_Side: Here are some things I bet you didn't know about coffee.. http://t.co/eEgBfAN3d8,  MyDickIsCalled,5,FALSE,       NA,      NA
686,                                                              @xWEIRDESTKID *drinks coffee* If you not sleeping and then god damn neither will I!,      iRapePizza,1,FALSE,       NA,      NA
687,                                                                                                                               I want some coffee,      ohminervaa,0,FALSE,       NA,      NA
688,                                                                                                                             Choking on my coffee,      dirtydondo,1,FALSE,       NA,      NA
689,                                                          i wish i had more Dunkin' Donuts iced coffee. oh the struggle of walking up the street., grayeyesdontlie,0,FALSE,       NA,      NA
690,                                                                                                                  @DaniCim Have you drank coffee?,    zombiespro13,0,FALSE,       NA,      NA
691,"                                                             @Fat_Man_Scoop32 they makin her pay for coffee, room service, juice, soap...lmao smh",    Femme_DeDieu,0,FALSE,       NA,      NA
692,          Hurray! I have finished Negotiations Over Coffee task in Big Business HD for iPad! http://t.co/YDX09xdquH #ipad #ipadgames #gameinsight, Glutton4Pnshmnt,0,FALSE,       NA,      NA
693,                     I love bringing home locally roasted #coffee beans from all of the cities I visit for @marshallhines? http://t.co/d4cnURL3jW,        beazkidz,0,FALSE,       NA,      NA
694,                                                                                                                                   Morning coffee,      Jelitameyy,0,FALSE,       NA,      NA
695,                             Beauty &amp, Coffee! Eyebrow waxing and cafe lattes at the drugstore? http://t.co/t0dFWkgG3H #waxing #coffee #beauty,     MySpoonfuls,0,FALSE,       NA
696,                                                                if my dad is using my shaker bottle as a coffee cup again i'm going to be so mad.,    captainjinnu,0,FALSE,       NA,      NA
697,                                                                                                        Is a good article. http://t.co/32KmpQpqJ1,      dcupcoffee,0,FALSE,       NA,      NA
698,          Tyler and I went on a 40 mile bike ride today and seen so many people we know. And Chris gave us free coffee and it was all just great.,       ksleeeezy,0,FALSE,       NA,      NA
699,                                                                                                                RT @Str8KillingEm: I love coffee.,    Blondieee_18,1,FALSE,       NA,      NA
700,"          Chicken asparagus risoto - it was white rice with loads of cream, chicken and courgettes. And tasteless. The Coffee Club Takapuna #fail",  chefalinepaiva,0,FALSE,       NA,      NA
701,                                                                                    one cup of coffee down. one more to go. and half a cup of tea,    SarahhSimutt,0,FALSE,       NA,      NA
702,                                                                                                         I 'am never drinking iced coffee again!!,        KCaseyyy,0,FALSE,       NA,      NA
703,     oh RT @SaayaY ...found that the suicide risk was cut by around 50 percent for caffeine fiends &gt, Coffee and Suicide http://t.co/kqn3WsmtQJ,        gohsuket,0,FALSE,       NA
704,                                                                               @danktay i'll move there right now just so you can bring me coffee, victoriahesterx,0,FALSE,       NA,      NA
705,                                                                          Laid up drinking coffee.. I put too much sugar in it lol but it's yummy,  augusta_shawty,0,FALSE,       NA,      NA
706,                                                               Royce chocolate popcorn and coffee in the morning #favorite http://t.co/yBbkf9OjqX, jappyCuaycong35,0,FALSE,       NA,      NA
707,                                                                                   OMG I CAN FINALLY MAKE COFFEE! :o *it's bee a while my friend*,      ZiziRiddle,0,FALSE,       NA,      NA
708,                                                                                           I could drink some coffee but I don't wanna go make it,   locklear_noah,0,FALSE,       NA,      NA
709,                                                                                        I dont know what id do if the world ran out of coffee....,        dreyess1,0,FALSE,       NA,      NA
710,       House Rule: Never Drive for Coffee. Create a rule and get $1 off Maxwell House coffee to enjoy at home. http://t.co/MTMrIkAWZY #houserules,        erikab93,0,FALSE,       NA,      NA
711,                                                                                                 RT @EdgarsNuts: Coffee always gives me the shits,    sexuallamaaa,2,FALSE,       NA,      NA
712,                           Basically Giovanni Carmazzi MT @MoveTheSticks Whitehurst looks like he should be working at a coffee shop in Portland.,  DrewfromJersey,0,FALSE,       NA,      NA
713,"                                                If you're in TV Pro this year, be expected to smell coffee every morning. #DirectorNeedsHisCoffee",      DaltonL227,0,FALSE,       NA,      NA
714,                                                                                           You look like somebody fcked you up with a coffee pot!,    I_Do_Numb3rZ,0,FALSE,       NA,      NA
715,                                                                     Questioning why I'm drinking iced coffee at 9:30 at night. #ohwell #itsyummy,          acsol2,0,FALSE,       NA,      NA
716,                 @_Camilo30 aww no don't cry I'll make coffee for you because I love you but don't cry omg no! ill see you tomorrow though right?,      _emilypena,0,FALSE,       NA,      NA
717,                                        i've functioned off of 3 hours of sleep and 2 cups of coffee today. And I took a tour of state today haha,   KennyMiller10,0,FALSE,       NA,      NA
718,                       Someone take me to London! #london #please #illloveyouforever #christian #coffee #thirdcup #lonely? http://t.co/yT1taPPW44,    AlaynaChanel,0,FALSE,       NA,      NA
719,                    @sacurren @LaTrioli Brisbane Caf? bans Murdoch press who don`t like instant Rudd coffee + prefer a more mature refined taste.,       Detracter,0,FALSE,       NA,      NA
720, RT @madisonpettis: I don't get why u have to pay for wifi on a plane when you can walk into any Starbucks &amp, get wifi for free. Plane tix co?,  Jackie21ishere,358,FALSE,       NA
721,                                                                               I haven't had coffee all day and I'm having caffeine withdrawals.., Ayala_vanessa15,0,FALSE,       NA,      NA
722,                                                                I think working at a coffee shop would be fun. I could be like Rachel in Friends., ohhbrittanylynn,0,FALSE,       NA,      NA
723,                                                                    Coffee with the cunts was interesting today @TiffanyLarocque @LookingforLegit,      gingi_snap,0,FALSE,       NA,      NA
724,"                                                              Goodmorning drink Sea Salt caramel, Seattles Best Coffee:) ) http://t.co/IcOEQO0zci",   johanaguilar_,0,FALSE,       NA,      NA
725,                            @HIflyer @Timothybhill @DanStreetman @LorenzoPerkins that's also why it works! I know what an 80pt coffee taste like!,      colecoffee,0,FALSE,       NA,      NA
726,                                                                                                              Can't wait for pumpkin spice coffee,   header_barscz,0,FALSE,       NA,      NA
727,                                                                                              Warm + Cosy @ Halyard Coffee http://t.co/i9dkIkEK6O,   HalyardCoffee,0,FALSE,       NA,      NA
728,"                @WildGooseFest If you see a granny w/shining eyes&amp; big smile w/a coffee drinking grandpa from Texas, say HI. They're my folks",     operascully,0,FALSE,       NA,      NA
729,                  RT @_Claire_Ledlow: #confessyourunpopularopinion why the f is there a hype about Starbucks. It's a coffee shop not God's child.,   weswilliams_7,1,FALSE,       NA,      NA
730," RT @NWTwats: It?s Book Week August 17-23! Support your #NWTas shop &amp; nourish your mind! Ulverstone bookshop serves coffee, Burnie sells T2.?",     BookshopEye,1,FALSE,       NA,      NA
731,                                                                                          Nothing better than Dunkin Donuts coffee before work :),         BRroids,0,FALSE,       NA,      NA
732,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,    MacklinWhite,42,FALSE,       NA,      NA
733,"                Speaking of salmon, whoever thought of shark week? Who was the one sitting down, drinking coffee, and thought of shark week?!?!?!",          paulyo,0,FALSE,       NA,      NA
734,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,        kingkube,42,FALSE,       NA,      NA
735,                                                                      I think i just made the best coffee ever with cookies and cream milk. &lt,3,  AlexandriaOOTD,0,FALSE,       NA
736,                                                                                                       @ikanatassa coffee just..completes me :) ),     estisuresti,0,FALSE,       NA,      NA
737,"                                                       RT @SexualTurnOns: Because of the caffeine, drinking coffee can boost a woman's sex drive.",      leigh_nina,82,FALSE,       NA,      NA
